Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1994,1994,tonnes,79900.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1995,1995,tonnes,95400.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1996,1996,tonnes,97976.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1997,1997,tonnes,68642.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1998,1998,tonnes,53715.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",1999,1999,tonnes,68100.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2000,2000,tonnes,100700.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2001,2001,tonnes,51700.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2002,2002,tonnes,51900.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2003,2003,tonnes,55443.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2004,2004,tonnes,48431.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2005,2005,tonnes,45200.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2006,2006,tonnes,48300.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2007,2007,tonnes,53368.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2008,2008,tonnes,42000.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2009,2009,tonnes,54000.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2010,2010,tonnes,42000.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2011,2011,tonnes,36260.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2012,2012,tonnes,46000.0,,Official data
QC,Crops,114,Kenya,5510,Production,656,"Coffee, green",2013,2013,tonnes,39800.0,,Official data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1961,1961,Hg/Ha,5833.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1962,1962,Hg/Ha,5817.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1963,1963,Hg/Ha,2678.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1964,1964,Hg/Ha,4574.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1965,1965,Hg/Ha,5347.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1966,1966,Hg/Ha,4555.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1967,1967,Hg/Ha,5678.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1968,1968,Hg/Ha,5607.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1969,1969,Hg/Ha,5337.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1970,1970,Hg/Ha,5950.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1971,1971,Hg/Ha,6029.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1972,1972,Hg/Ha,3941.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1973,1973,Hg/Ha,5244.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1974,1974,Hg/Ha,4904.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1975,1975,Hg/Ha,6257.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1976,1976,Hg/Ha,6598.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1977,1977,Hg/Ha,6478.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1978,1978,Hg/Ha,6788.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1979,1979,Hg/Ha,6071.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1980,1980,Hg/Ha,5947.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1981,1981,Hg/Ha,5959.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1982,1982,Hg/Ha,6044.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1983,1983,Hg/Ha,8981.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1984,1984,Hg/Ha,9640.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1985,1985,Hg/Ha,11019.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1986,1986,Hg/Ha,8692.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1987,1987,Hg/Ha,8326.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1988,1988,Hg/Ha,7945.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1989,1989,Hg/Ha,5623.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1990,1990,Hg/Ha,6305.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1991,1991,Hg/Ha,6140.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1992,1992,Hg/Ha,6914.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1993,1993,Hg/Ha,5191.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1994,1994,Hg/Ha,5096.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1995,1995,Hg/Ha,5933.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1996,1996,Hg/Ha,6114.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1997,1997,Hg/Ha,6741.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1998,1998,Hg/Ha,6794.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",1999,1999,Hg/Ha,7034.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2000,2000,Hg/Ha,6999.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2001,2001,Hg/Ha,7064.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2002,2002,Hg/Ha,6938.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2003,2003,Hg/Ha,6903.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2004,2004,Hg/Ha,6902.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2005,2005,Hg/Ha,6277.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2006,2006,Hg/Ha,7227.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2007,2007,Hg/Ha,4606.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2008,2008,Hg/Ha,4831.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2009,2009,Hg/Ha,6720.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2010,2010,Hg/Ha,5686.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2011,2011,Hg/Ha,5838.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2012,2012,Hg/Ha,4788.0,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,656,"Coffee, green",2013,2013,Hg/Ha,4359.0,Fc,Calculated data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1961,1961,tonnes,10500.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1962,1962,tonnes,10000.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1963,1963,tonnes,4700.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1964,1964,tonnes,8100.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1965,1965,tonnes,9998.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1966,1966,tonnes,8603.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1967,1967,tonnes,11157.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1968,1968,tonnes,12015.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1969,1969,tonnes,12399.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1970,1970,tonnes,14240.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1971,1971,tonnes,15245.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1972,1972,tonnes,10602.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1973,1973,tonnes,14160.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1974,1974,tonnes,14062.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1975,1975,tonnes,18045.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1976,1976,tonnes,20334.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1977,1977,tonnes,20684.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1978,1978,tonnes,21994.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1979,1979,tonnes,25500.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1980,1980,tonnes,22600.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1981,1981,tonnes,29200.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1982,1982,tonnes,27200.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1983,1983,tonnes,33500.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1984,1984,tonnes,32500.0,*,Unofficial figure
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1985,1985,tonnes,43000.0,*,Unofficial figure
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1986,1986,tonnes,41348.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1987,1987,tonnes,41797.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1988,1988,tonnes,42666.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1989,1989,tonnes,30591.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1990,1990,tonnes,34680.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1991,1991,tonnes,35000.0,F,FAO estimate
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1992,1992,tonnes,38824.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1993,1993,tonnes,27510.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1994,1994,tonnes,1274.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1995,1995,tonnes,21952.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1996,1996,tonnes,15285.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1997,1997,tonnes,14830.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1998,1998,tonnes,14268.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",1999,1999,tonnes,18800.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2000,2000,tonnes,16098.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2001,2001,tonnes,18366.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2002,2002,tonnes,19427.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2003,2003,tonnes,13805.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2004,2004,tonnes,20017.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2005,2005,tonnes,18597.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2006,2006,tonnes,22223.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2007,2007,tonnes,14683.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2008,2008,tonnes,20724.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2009,2009,tonnes,19372.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2010,2010,tonnes,19319.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2011,2011,tonnes,21820.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2012,2012,tonnes,19995.0,,Official data
QC,Crops,184,Rwanda,5510,Production,656,"Coffee, green",2013,2013,tonnes,19574.0,,Official data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1961,1961,Hg/Ha,3839.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1962,1962,Hg/Ha,4676.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1963,1963,Hg/Ha,6197.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1964,1964,Hg/Ha,6603.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1965,1965,Hg/Ha,5186.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1966,1966,Hg/Ha,4590.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1967,1967,Hg/Ha,4952.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1968,1968,Hg/Ha,5269.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1969,1969,Hg/Ha,8791.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1970,1970,Hg/Ha,8201.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1971,1971,Hg/Ha,6826.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1972,1972,Hg/Ha,7162.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1973,1973,Hg/Ha,7593.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1974,1974,Hg/Ha,8952.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1975,1975,Hg/Ha,8916.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1976,1976,Hg/Ha,6123.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1977,1977,Hg/Ha,6966.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1978,1978,Hg/Ha,5439.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1979,1979,Hg/Ha,4598.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1980,1980,Hg/Ha,6036.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1981,1981,Hg/Ha,4353.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1982,1982,Hg/Ha,7226.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1983,1983,Hg/Ha,6617.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1984,1984,Hg/Ha,6517.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1985,1985,Hg/Ha,6414.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1986,1986,Hg/Ha,7115.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1987,1987,Hg/Ha,7435.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1988,1988,Hg/Ha,6727.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1989,1989,Hg/Ha,7115.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1990,1990,Hg/Ha,4768.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1991,1991,Hg/Ha,5458.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1992,1992,Hg/Ha,4244.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1993,1993,Hg/Ha,5455.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1994,1994,Hg/Ha,7543.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1995,1995,Hg/Ha,6900.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1996,1996,Hg/Ha,10283.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1997,1997,Hg/Ha,8074.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1998,1998,Hg/Ha,7738.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",1999,1999,Hg/Ha,9159.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2000,2000,Hg/Ha,4767.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2001,2001,Hg/Ha,7478.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2002,2002,Hg/Ha,9634.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2003,2003,Hg/Ha,5715.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2004,2004,Hg/Ha,6442.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2005,2005,Hg/Ha,6011.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2006,2006,Hg/Ha,6060.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2007,2007,Hg/Ha,6152.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2008,2008,Hg/Ha,6137.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2009,2009,Hg/Ha,6121.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2010,2010,Hg/Ha,6184.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2011,2011,Hg/Ha,5980.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2012,2012,Hg/Ha,6004.0,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,656,"Coffee, green",2013,2013,Hg/Ha,6090.0,Fc,Calculated data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1961,1961,tonnes,94100.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1962,1962,tonnes,119000.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1963,1963,tonnes,158200.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1964,1964,tonnes,172400.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1965,1965,tonnes,152100.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1966,1966,tonnes,153900.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1967,1967,tonnes,166400.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1968,1968,tonnes,133000.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1969,1969,tonnes,247200.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1970,1970,tonnes,201500.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1971,1971,tonnes,175500.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1972,1972,tonnes,183700.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1973,1973,tonnes,212600.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1974,1974,tonnes,199100.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1975,1975,tonnes,199000.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1976,1976,tonnes,137100.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1977,1977,tonnes,155900.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1978,1978,tonnes,121300.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1979,1979,tonnes,103000.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1980,1980,tonnes,135200.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1981,1981,tonnes,97500.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1982,1982,tonnes,161866.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1983,1983,tonnes,148224.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1984,1984,tonnes,145971.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1985,1985,tonnes,143995.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1986,1986,tonnes,159881.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1987,1987,tonnes,167067.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1988,1988,tonnes,151157.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1989,1989,tonnes,169042.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1990,1990,tonnes,128747.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1991,1991,tonnes,147366.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1992,1992,tonnes,110334.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1993,1993,tonnes,144551.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1994,1994,tonnes,198371.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1995,1995,tonnes,181465.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1996,1996,tonnes,287925.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1997,1997,tonnes,219624.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1998,1998,tonnes,205056.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",1999,1999,tonnes,251881.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2000,2000,tonnes,143475.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2001,2001,tonnes,197410.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2002,2002,tonnes,209547.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2003,2003,tonnes,150871.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2004,2004,tonnes,170081.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2005,2005,tonnes,158100.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2006,2006,tonnes,133310.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2007,2007,tonnes,175346.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2008,2008,tonnes,211726.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2009,2009,tonnes,195871.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2010,2010,tonnes,166968.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2011,2011,tonnes,191371.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2012,2012,tonnes,186126.0,,Official data
QC,Crops,226,Uganda,5510,Production,656,"Coffee, green",2013,2013,tonnes,190000.0,F,FAO estimate
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1961,1961,Hg/Ha,3882.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1962,1962,Hg/Ha,3889.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1963,1963,Hg/Ha,4090.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1964,1964,Hg/Ha,4360.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1965,1965,Hg/Ha,4991.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1966,1966,Hg/Ha,4956.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1967,1967,Hg/Ha,4066.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1968,1968,Hg/Ha,5554.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1969,1969,Hg/Ha,4773.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1970,1970,Hg/Ha,4233.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1971,1971,Hg/Ha,4779.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1972,1972,Hg/Ha,5545.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1973,1973,Hg/Ha,5000.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1974,1974,Hg/Ha,4996.0,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1975,1975,Hg/Ha,5023.0,Fc,Calculated data
